🍇,葡萄,GRAPES,2010
🎓,毕业帽/ 四方帽,GRADUATION CAP,2010
⛑,安全帽/ 头盔,HELMET WITH WHITE CROSS,2009
📿,佛链/ 项链[*珠宝],PRAYER BEADS,2015
💄,口红/ 口唇膏/ 润唇膏,LIPSTICK,2010
💍,戒指[*珠宝],RING,2010
💎,宝石/ 钻石[*珠宝],GEM STONE,2010
🌂,伞〔*收拢〕,CLOSED UMBRELLA,2010
☂,伞〔*打开〕,UMBRELLA,1995
☔,雨伞〔*天要下雨了，请拿伞子或撑起伞子。〕,UMBRELLA WITH RAIN DROPS,2003
⛱,太阳伞/ 沙滩伞/ 遮阳伞,UMBRELLA ON GROUND,2009
🦸,超级英雄,superhero,2018
🦹,超级坏蛋,supervillain,2018
👨‍⚕️,男医生[*护士/ 治疗师],man health worker,2010
👩‍⚕️,女医生[*护士/ 治疗师],woman health worker,2010
👨‍🎓,男学生[*硕士/ 博士/ 研究生/ 大学生],man student,2010
👩‍🎓,女学生[*硕士/ 博士/ 研究生/ 大学生],woman student,2010
👨‍🏫,男老师[*教练/ 教授],man teacher,2010
👩‍🏫,女老师[*教练/ 教授],woman teacher,2010
👨‍⚖️,男法官〔*律师/ 检察官〕,man judge,2010
👩‍⚖️,女法官〔*律师/ 检察官〕,woman judge,2010
👨‍🌾,男农夫[*农民],man farmer,2010
👩‍🌾,女农夫[*农民],woman farmer,2010
👨‍🍳,男厨师,man cook,2010
👩‍🍳,女厨师,woman cook,2010
👨‍🔧,男技工[*技术员/ 蓝领],man mechanic,2010
👩‍🔧,女技工[*技术员/ 蓝领],woman mechanic,2010
👨‍🏭,男工厂工人,man factory worker,2010
👩‍🏭,女工厂工人,woman factory worker,2010
👨‍💼,男职员[*文职/ 白领],man office worker,2010
👩‍💼,女员工[*文员/ 白领],woman office worker,2010
👨‍🔬,男科学家,man scientist,2010
👩‍🔬,女科学家,woman scientist,2010
👨‍💻,男：电脑技术员〔*IT / 黑客/ Hacker〕,man technologist,2010
👩‍💻,女：电脑技术员〔*IT / 黑客/ Hacker〕,woman technologist,2010
👨‍🎤,男演员/ 男艺人,man singer,2010
👩‍🎤,女演员/ 女艺人,woman singer,2010
👨‍🎨,男艺术家,man artist,2010
👩‍🎨,女艺术家,woman artist,2010
👨‍✈️,男飞行员,man pilot,2010
👩‍✈️,女飞行员,woman pilot,2010
👨‍🚀,男航天员/ 男宇航员[*太空人],man astronaut,2010
👩‍🚀,女航天员/ 女宇航员[*太空人],woman astronaut,2010
👨‍🚒,男消防队员,man firefighter,2010
👩‍🚒,女消防员,woman firefighter,2010
👮♂️,男警察/ 男警官,man police officer,2010
👮‍♀️,女警察/ 女警官,woman police officer,2010
🕵️‍♂️,男侦探/ 男间谍,man detective,2014
🕵️‍♀️,女侦探/ 女间谍,woman detective,2014
💂‍♂️,男侍卫/ 男近卫兵/ 男守卫,man guard,2010
💂‍♀️,女侍卫/ 女近卫兵/ 女守卫,woman guard,2010
👷‍♂️,男建筑工人,man construction worker,2010
👷‍♀️,女建筑工人,woman construction worker,2010
👳‍♂️,戴缠头巾的男人,man wearing turban,2010
👳‍♀️,戴缠头巾的女人,woman wearing turban,2010
👱‍♂️,金发男子,blond-haired man,2010
👱‍♀️,金发女生,blond-haired woman,2010
👨‍🦰,红发男子,man: red hair,2018
👩‍🦰,红发女生,woman: red hair,2018
👨‍🦱,鬈发男子[*挛毛、爆炸头],man: curly hair,2018
👩‍🦱,鬈发女生[*挛毛、爆炸头],woman: curly hair,2018
👨‍🦳,白发男子,man: white hair,2018
👩‍🦳,白发女生,woman: white hair,2018
👨‍🦲,秃头男子[*光头、一拳超人],man: bald,2018
👩‍🦲,秃头女生[*光头],"Woman, Bald",2018
🙍‍♂️,皱着眉头的男人,man frowning,2010
🙍‍♀️,皱着眉头的女人,woman frowning,2010
🙎‍♂️,撅嘴、嘟嘴的男人,man pouting,2010
🙎‍♀️,撅嘴、嘟嘴的女人,woman pouting,2010
🙅‍♂️,男：禁止、拒绝、不要的手势,man gesturing NO,2010
🙅‍♀️,女：禁止、拒绝、不要的手势,woman gesturing NO,2010
🙆‍♂️,男：OK 手势,man gesturing OK,2010
🙆‍♀️,女：OK 手势,woman gesturing OK,2010
💁‍♂️,男：知客/ 接待员/ 咨询台服务员/ 柜台服务员,man tipping hand,2010
💁‍♀️,女：知客/ 接待员/ 咨询台服务员/ 柜台服务员,woman tipping hand,2010
🙋‍♂️,男：举手/ 打招呼,man raising hand,2010
🙋‍♀️,女：举手/ 打招呼,woman raising hand,2010
🙇‍♂️,男：鞠躬/ 道歉/ 对不起,man bowing,2010
🙇‍♀️,女：鞠躬/ 道歉/ 对不起,woman bowing,2010
🤦‍♂️,男：捂脸/ 头痛,man facepalming,2016
🤦‍♀️,女：捂脸/ 头痛,woman facepalming,2016
🤷‍♂️,耸肩的男子,man shrugging,2016
🤷‍♀️,耸肩的女生,woman shrugging,2016
💆‍♂️,男：美容/ 美颜/ 瘦脸/ 按摩面部,man getting massage,2010
💆‍♀️,女：美容/ 美颜/ 瘦脸/ 按摩面部,woman getting massage,2010
💇‍♂️,男：理发/ 剪发,man getting haircut,2010
💇‍♀️,女：理发/ 剪发,woman getting haircut,2010
🚶‍♂️,男：走/ 行人/ 路过,man walking,2010
🚶‍♀️,女：走/ 行人/ 路过,woman walking,2010
🏃‍♂️,男：追/ 跑步/ 冲刺,man running,2010
🏃‍♀️,女：追/ 跑步/ 冲刺,woman running,2010
👯‍♂️,狂欢/ 跳舞兔男,men with bunny ears partying,2010
👯‍♀️,狂欢/ 跳舞兔女,women with bunny ears partying,2010
🕴🏻,西装革履/ 飘浮西装男,man in business suit,2015
🧏,聋人,Deaf Person,2019
🧍,站起来的人,Person Standing,2019
🧎,跪坐/ 跪拜[*祈祷],Person Kneeling,2019
👩‍🦼,坐在电动轮椅的女人,Woman in Motorized Wheelchair,2019
👨‍🦼,坐在电动轮椅的男人,Man in Motorized Wheelchair,2019
👩‍🦽,坐在手动轮椅的女人,Woman in Manual Wheelchair,2019
👨‍🦽,坐在手动轮椅的男人,Man in Manual Wheelchair,2019
👩‍🦯,女：盲人,Woman With Probing Cane,2019
👨‍🦯,男：盲人,Man With Probing Cane,2019
🎠,旋转木马,CAROUSEL HORSE,2010
🎡,摩天轮,FERRIS WHEEL,2010
🎢,云霄飞车/ 过山车,ROLLER COASTER,2010
🎪,马戏团,CIRCUS TENT,2010
🎭,表演艺术“演艺”,PERFORMING ARTS,2010
🎨,调色盘/ 调色板〔*画画/ 美术〕,ARTIST PALETTE,2010
🎰,角子机/ 老虎机/ 柏青哥/ 柏青嫂,SLOT MACHINE,2010
🎗,丝带,REMINDER RIBBON,2014
🏵,花饰,ROSETTE,2014
🎟,门票/ 入场券,ADMISSION TICKETS,2014
🎫,票/ 入场证,TICKET,2010
🎖,军事奖章/ 功勋章,MILITARY MEDAL,2014
🏆,奖杯/ 奖座,TROPHY,2010
🏅,奖牌,SPORTS MEDAL,2014
🥇,金牌/ 第一名奖章,FIRST PLACE MEDAL,2016
🥈,银牌/ 第二名奖章,SECOND PLACE MEDAL,2016
🥉,铜牌/ 第三名奖章,THIRD PLACE MEDAL,2016
⚽,足球,SOCCER BALL,2009
⚾,棒球,BASEBALL,2009
🏀,篮球,BASKETBALL AND HOOP,2010
🏐,排球,VOLLEYBALL,2015
🏈,美式足球,AMERICAN FOOTBALL,2010
🏉,英式橄榄球,RUGBY FOOTBALL,2010
🎾,网球拍,TENNIS RACQUET AND BALL,2010
🎱,撞球/ 桌球/ 台球,BILLIARDS,2010
🎳,保龄球,BOWLING,2010
🏏,板球球棒/ 木球球棒,CRICKET BAT AND BALL,2015
🏑,曲棍球棍,FIELD HOCKEY STICK AND BALL,2015
🏒,冰上曲棍球棒,ICE HOCKEY STICK AND PUCK,2015
🏓,乒乓球拍,TABLE TENNIS PADDLE AND BALL,2015
🏸,羽毛球拍,BADMINTON RACQUET AND SHUTTLECOCK,2015
🥊,拳击手套,BOXING GLOVE,2016
🥋,武术制服〔*功夫/ 柔道/ 空手道/ 跆拳道〕,MARTIAL ARTS UNIFORM,2016
⛳,果岭,FLAG IN HOLE,2009
🏌,高尔夫球/ 哥尔夫球,GOLFER,2014
⛸,溜冰鞋/ 滑冰鞋,ICE SKATE,2009
🎣,钓鱼杆/ 钓鱼竿,FISHING POLE AND FISH,2010
🎽,运动衫/ 运动恤,RUNNING SHIRT WITH SASH,2010
🎿,滑雪板+滑雪靴,SKI AND SKI BOOT,2010
⛷,滑雪,SKIER,2009
🏂,滑雪,SNOWBOARDER,2010
🏄,冲浪/ 滑浪,SURFER,2010
🏇,赛马/ 骑马,HORSE RACING,2010
🏊,游泳/ 游水,SWIMMER,2010
⛹,篮球,PERSON WITH BALL,2009
🏋,举重,WEIGHT LIFTER,2014
🚴,骑自行车/ 踩单车,BICYCLIST,2010
🚵,登山车/ 山地车/ 越野单车,MOUNTAIN BICYCLIST,2010
🏎,赛车〔*一级方程式〕,RACING CAR,2014
🏍,摩托车、电单车比赛,RACING MOTORCYCLE,2014
🤸,侧手翻/ 打关斗/ 打筋斗,PERSON DOING CARTWHEEL,2016
🤼,角力/ 摔角/ 摔跤,WRESTLERS,2016
🤽,水球,WATER POLO,2016
🤾,手球,HANDBALL,2016
🤺,剑术/ 击剑/ 剑击,FENCER,2016
🥅,球门/ 龙门,GOAL NET,2016
🤹,杂技/ 杂耍/ 杂耍,JUGGLING,2016
🎯,射击〔*飞镖/ 射箭〕,DIRECT HIT,2010
🎮,电玩游戏/ 游戏手把/ 手柄,VIDEO GAME,2010
🕹,摇杆/ 控制杆,JOYSTICK,2014
🎲,骰子,GAME DIE,2010
♠,矛头/ 黑桃/ 葵花/ 葵扇[*花色],BLACK SPADE SUIT,1995
♥,桃/ 红桃/ 桃花/ 红心[*花色],BLACK HEART SUIT,1995
♦,方块/ 阶/ 阶砖[*花色],BLACK DIAMOND SUIT,1995
♣,花/ 梅花[*花色],BLACK CLUB SUIT,1995
🃏,百搭牌/ 鬼牌/ 小丑牌/ 皇牌,PLAYING CARD BLACK JOKER,2010
🀄,红中/ 麻将牌/ 麻雀牌,MAHJONG TILE RED DRAGON,2008
🎴,花牌/ 花札/ 扑克牌/ 啤牌,FLOWER PLAYING CARDS,2010
🎼,乐谱[*音乐],MUSICAL SCORE,2010
🎵,音符[*音乐],MUSICAL NOTE,2010
🎶,多音符[*音乐],MULTIPLE MUSICAL NOTES,2010
🎙,定向麦克风/ 定向咪高峰[*传声器],STUDIO MICROPHONE,2014
🎤,麦克风/ 咪高峰[*传声器],MICROPHONE,2010
🎧,耳机/ 耳塞,HEADPHONE,2010
🎷,萨克斯風/ 色士风,SAXOPHONE,2010
🎸,吉他/ 结他,GUITAR,2010
🎹,琴键〔*钢琴/ 电子琴〕,MUSICAL KEYBOARD,2010
🎺,小号,TRUMPET,2010
🎻,小提琴,VIOLIN,2010
🪕,班祖琴/ 斑鸠琴/ 班卓琴/ 五弦琴,Banjo,2019
🥁,鼓,DRUM WITH DRUMSTICKS,2016
🏇🏻,赛马/ 骑马,horse,2015
🏂🏻,滑雪,snowboarder,2015
🛷,雪橇,Sled,2017
🥌,冰壶,Curling Stone,2017
🏌🏻,打高尔夫球/ 打哥尔夫球,person golfing,2015
🏌️‍♂️,男：打高尔夫球/ 打哥尔夫球,man golfing,2014
🏌️‍♀️,女：打高尔夫球/ 打哥尔夫球,woman golfing,2014
🏄‍♂️,男：冲浪/ 滑浪,man surfing,2010
🏄‍♀️,女：冲浪/ 滑浪,woman surfing,2010
🚣‍♂️,男：赛艇/ 划船/ 划艇/ 舢舨,man rowing boat,2010
🚣‍♀️,女：赛艇/ 划船/ 划艇/ 舢舨,woman rowing boat,2010
🏊‍♂️,男：游泳/ 游水,man swimming,2010
🏊‍♀️,女：游泳/ 游水,woman swimming,2010
⛹️‍♂️,男：打篮球,man bouncing ball,2009
⛹️‍♀️,女：打篮球,woman bouncing ball,2009
🏋️‍♂️,男：举重,man lifting weights,2014
🏋️‍♀️,女：举重,woman lifting weights,2014
🚴‍♂️,男：骑自行车/ 踩单车,man biking,2010
🚴‍♀️,女：骑自行车/ 踩单车,woman biking,2010
🚵‍♂️,男：登山车/ 山地车/ 越野单车,man mountain biking,2010
🚵‍♀️,女：登山车/ 山地车/ 越野单车,woman mountain biking,2010
🤸‍♂️,男：侧手翻/ 打关斗/ 打筋斗,man cartwheeling,2016
🤸‍♀️,女：侧手翻/ 打关斗/ 打筋斗,woman cartwheeling,2016
🤼‍♂️,男： 角力/ 摔角/ 摔跤,men wrestling,2016
🤼‍♀️,女： 角力/ 摔角/ 摔跤,women wrestling,2016
🤽‍♂️,男：打水球,man playing water polo,2016
🤽‍♀️,女：打水球,woman playing water polo,2016
🤾‍♂️,男：打手球,man playing handball,2016
🤾‍♀️,女：打手球,woman playing handball,2016
🤹‍♂️,男：杂技/ 杂耍/ 杂耍,man juggling,2016
🤹‍♀️,女：杂技/ 杂耍/ 杂耍,woman juggling,2016
🛹,滑板,skateboard,2018
🥎,垒球,softball,2018
🥏,飞盘,flying disc,2018
🥍,袋棍球/ 长曲棍球/ 曲棍网球,lacrosse,2018
🧩,拼图,jigsaw,2018
♟️,国际象棋,chess pawn,1993
🤿,潜水镜/ 潜水面镜,Diving Mask,2019
🪀,摇摇/ 溜溜球/ 悠悠球,Yo-Yo,2019
🪁,风筝/ 纸鹞/ 纸鸢/ 风吹,Kite,2019
🏔,雪山,SNOW CAPPED MOUNTAIN,2014
⛰,山林,MOUNTAIN,2009
🌋,火山,VOLCANO,2010
🗻,富士山,MOUNT FUJI,2010
🏖,海滩/ 沙滩,BEACH WITH UMBRELLA,2014
🏜,沙漠,DESERT,2014
🏝,荒岛/ 海岛,DESERT ISLAND,2014
🏞,国家公园,NATIONAL PARK,2014
🏟,体育场,STADIUM,2014
🏛,古典建筑物,CLASSICAL BUILDING,2014
🏗,建设/ 施工,BUILDING CONSTRUCTION,2014
🏘,住宅区,HOUSE BUILDINGS,2014
🏙,城市景色/ 都市美景,CITYSCAPE,2014
🏚,荒废的建筑物,DERELICT HOUSE BUILDING,2014
🏠,房屋,HOUSE BUILDING,2010
🏡,豪宅/ 别墅/ 花园洋房,HOUSE WITH GARDEN,2010
🏢,办公大楼/ 写字楼,OFFICE BUILDING,2010
🏣,日本邮便局,JAPANESE POST OFFICE,2010
🏤,邮政局,EUROPEAN POST OFFICE,2010
🏥,医院,HOSPITAL,2010
🏦,银行,BANK,2010
🏨,酒店,HOTEL,2010
🏩,爱情宾馆/ 爱情公寓,LOVE HOTEL,2010
🏪,便利店/ 商店,CONVENIENCE STORE,2010
🏫,学校,SCHOOL,2010
🏬,百货店/ 百货公司,DEPARTMENT STORE,2010
🏭,工厂,FACTORY,2010
⛲,喷泉,FOUNTAIN,2009
💈,理发店,BARBER POLE,2010
🏯,日本式城堡,JAPANESE CASTLE,2010
🏰,欧堡,EUROPEAN CASTLE,2010
💒,结婚礼堂,WEDDING,2010
🗼,东京铁塔/ 艾菲尔铁塔,TOKYO TOWER,2010
🗽,自由女神像,STATUE OF LIBERTY,2010
⛪,教堂,CHURCH,2009
🕌,清真寺/ 回教堂,MOSQUE,2015
🕍,犹太教堂/ 犹太会堂,SYNAGOGUE,2015
🛕,印度神庙,Hindu Temple,2019
⛩,神社,SHINTO SHRINE,2009
🕋,克尔白/ 卡巴天房,KAABA,2015
⛺,露营[*帐篷],TENT,2009
🏕,露营[*帐篷],CAMPING,2014
🚂,蒸汽机车/ 蒸汽火车,STEAM LOCOMOTIVE,2010
🚃,铁路车辆/ 车卡/ 车厢,RAILWAY CAR,2010
🚄,高速铁路“高铁”,HIGH-SPEED TRAIN,2010
🚅,新干线/ 子弹火车/ 子弹列车,HIGH-SPEED TRAIN WITH BULLET NOSE,2010
🚆,列车/ 火车,TRAIN,2010
🚇,地下铁路“地铁”,METRO,2010
🚈,轻轨铁路/ 轻便铁路”轻轨/ 轻铁”,LIGHT RAIL,2010
🚉,铁路站,STATION,2010
🚊,有轨电车〔*登山缆车〕,TRAM,2010
🚝,单轨铁路,MONORAIL,2010
🚞,山区铁路,MOUNTAIN RAILWAY,2010
🚋,有轨电车〔*叮叮车〕,TRAM CAR,2010
🚌,巴士/ 公交车,BUS,2010
🚍,观光巴士/ 旅游巴士/ 公共汽车,ONCOMING BUS,2010
🚎,无轨电车“电车”,TROLLEYBUS,2010
🚏,车站,BUS STOP,2010
🚐,公共小型巴士“小巴/ Van仔”,MINIBUS,2010
🚑,救护车/ 救伤车,AMBULANCE,2010
🚒,消防车,FIRE ENGINE,2010
🚓,警车〔*侧面〕,POLICE CAR,2010
🚔,警车〔*正面〕,ONCOMING POLICE CAR,2010
🚕,出租车/ 的士〔*侧面〕,TAXI,2010
🚖,出租车/ 的士〔*正面〕,ONCOMING TAXI,2010
🚗,轿车/ 私家车〔*侧面〕,AUTOMOBILE,2010
🚘,轿车/ 私家车〔*正面〕,ONCOMING AUTOMOBILE,2010
🚙,房车/ 露营车,RECREATIONAL VEHICLE,2010
🚚,货车/ 货Van,DELIVERY TRUCK,2010
🚛,货柜车/ 密斗货车/ 卡车/ 拖车头“拖头”,ARTICULATED LORRY,2010
🚜,拖拉机,TRACTOR,2010
🛺,笃笃/ 嘟嘟车〔*三脚鸡/ 三蹦子〕,Auto Rickshaw,2019
🚲,自行车/ 单车,BICYCLE,2010
⛽,燃油泵/ 汽油泵/ 油站,FUEL PUMP,2009
🛣,高速公路,MOTORWAY,2014
🛤,铁路轨道,RAILWAY TRACK,2014
🚨,警示灯/ 信号灯/ 指示灯,POLICE CARS REVOLVING LIGHT,2010
🚥,交通灯〔*横向〕,HORIZONTAL TRAFFIC LIGHT,2010
🚦,交通灯〔*直立〕,VERTICAL TRAFFIC LIGHT,2010
🏁,格子旗/ 方格旗〔*赛车标志/ 赛车旗帜〕,CHEQUERED FLAG,2010
🚧,拒马/ 施工防护栏,CONSTRUCTION SIGN,2010
🛴,滑板车,SCOOTER,2016
🛵,摩托车/ 电单车/ 机车,MOTOR SCOOTER,2016
⚓,锚,ANCHOR,2005
⛵,帆船,SAILBOAT,2009
🚣,赛艇/ 划船/ 划艇/ 舢舨,ROWBOAT,2010
🛶,独木舟,CANOE,2016
🚤,快艇,SPEEDBOAT,2010
🛳,客轮/ 客船,PASSENGER SHIP,2014
⛴,渡轮/ 渡船,FERRY,2009
🛥,马达快艇/ 大飞,MOTOR BOAT,2014
🚢,货船/ 货轮/ 船舶,SHIP,2010
✈,民航飞机/ 固定翼飞机“定翼机”,AIRPLANE,1995
🛩,小型飞机,SMALL AIRPLANE,2014
🛫,飞机起飞,AIRPLANE DEPARTURE,2014
🛬,飞机降落,AIRPLANE ARRIVING,2014
🚁,直升机,HELICOPTER,2010
🚟,悬挂式单轨铁路“空铁”,SUSPENSION RAILWAY,2010
🚠,缆车,MOUNTAIN CABLEWAY,2010
🚡,缆车,AERIAL TRAMWAY,2010
🚀,火箭,ROCKET,2010
🛰,卫星,SATELLITE,2014
🎆,烟花,FIREWORKS,2010
🎇,烟火/ 焰火,FIREWORK SPARKLER,2010
🧨,爆竹/ 鞭炮,firecracker,2018
🗿,摩艾石像/ 复活节岛人像,MOYAI,2010
🗺,世界地图,WORLD MAP,2014
🗾,日本地图,SILHOUETTE OF JAPAN,2010
🛸,飞碟/ 幽浮〔*不明飞行物〕,Flying Saucer,2017
🧱,砖块,brick,2018
🪂,降落伞/ 保险伞,Parachute,2019
🧧,红包/ 红封包/ 利是,red envelope,2018
⌚,手表,WATCH,1995
💌,情信/ 情书,LOVE LETTER,2010
💣,炸弹,BOMB,2010
🖼,画框/ 相片框架〔*博物馆/ 画展〕,FRAME WITH PICTURE,2014
💺,座位,SEAT,2014
🪑,椅子,Chair,2019
📻,收音机/ 无线电/ 电台,RADIO,2010
🌡,温度计/ 体温计/ 探热针,THERMOMETER,2014
🕳,洞口/ 孔/ 穴,HOLE,2014
🏺,双耳瓶,AMPHORA,2015
🌐,地球仪,GLOBE WITH MERIDIANS,2010
🛎,玲/ 叮叮,BELLHOP BELL,2014
🚪,门,DOOR,2010
🛌,睡寝,SLEEPING ACCOMMODATION,2014
🛏,床,BED,2014
🛋,沙发,COUCH AND LAMP,2014
🚽,马桶/ 座厕,TOILET,2010
🚿,花洒/ 莲蓬头[*淋浴],SHOWER,2010
🛀,洗澡/ 卫浴[*淋浴],BATH,2010
🛁,浴缸[*淋浴],BATHTUB,2010
⌛,漏尽的沙漏,HOURGLASS,1995
⏳,流动的沙漏,HOURGLASS WITH FLOWING SAND,2010
⏰,闹钟,ALARM CLOCK,2010
⏱,秒表/ 停表,STOPWATCH,2010
⏲,计时器,TIMER CLOCK,2010
🕰,座钟/ 壁炉钟/ 落地钟,MANTELPIECE CLOCK,2014
🎈,气球,BALLOON,2010
🎉,拉炮彩带/ 礼花炮“礼花”,PARTY POPPER,2010
🎊,彩色纸屑,CONFETTI BALL,2010
🎋,七夕树“七夕”,TANABATA TREE,2010
🎍,门松,PINE DECORATION,2010
🎎,玩偶/ 日本娃娃/ 雏祭,JAPANESE DOLLS,2010
🎏,鲤鱼旗,CARP STREAMER,2010
🎐,风铃,WIND CHIME,2010
🎑,芋名月/ 八月十五夜“十五夜”,MOON VIEWING CEREMONY,2010
🎀,缎带/ 饰带/ 蝴蝶结,RIBBON,2010
🎁,礼物盒,WRAPPED PRESENT,2010
📯,邮号,POSTAL HORN,2010
📱,手机,MOBILE PHONE,2010
☎,电话,BLACK TELEPHONE,1995
📞,电话听筒,TELEPHONE RECEIVER,2010
📟,呼叫器/ 传呼机/ 寻呼机,PAGER,2010
📠,传真机,FAX MACHINE,2010
🔋,电池/ 电量,BATTERY,2010
🔌,电源插头,ELECTRIC PLUG,2010
💻,笔记型电脑/ 手提电脑/ 笔记本电脑,PERSONAL COMPUTER,2010
🖥,桌上型电脑/ 桌面电脑/ 台式机,DESKTOP COMPUTER,2014
🖨,印表机/ 打印机,PRINTER,2014
⌨,电脑键盘,KEYBOARD,1995
🖱,滑鼠/ 鼠标,THREE BUTTON MOUSE,2014
🖲,轨迹球,TRACKBALL,2014
💽,MiniDisc,MINIDISC,2010
💾,软碟/ 软盘/ 磁碟,FLOPPY DISK,2010
💿,光盘/ 光碟,OPTICAL DISC,2010
📀,影音光碟/ 影音光盘,DVD,2010
🎥,摄影机,MOVIE CAMERA,2010
🎦,电影院/ 放映院,CINEMA,2010
🎞,底片/ 胶卷/ 胶片,FILM FRAMES,2014
📽,放映机/ 投影机,FILM PROJECTOR,2014
🎬,场记板/ 拍板,CLAPPER BOARD,2014
📺,电视机/ 萤幕,TELEVISION,2010
📷,相机,CAMERA,2010
📸,闪光灯,CAMERA WITH FLASH,2014
📹,录影机,VIDEO CAMERA,2010
📼,录像带/ 录影带,VIDEOCASSETTE,2010
🔍,放大镜/ 搜寻〔*左〕,LEFT-POINTING MAGNIFYING GLASS,2010
🔎,放大镜/ 搜索〔*右〕,RIGHT-POINTING MAGNIFYING GLASS,2010
🔬,显微镜,MICROSCOPE,2010
🔭,望远镜,TELESCOPE,2010
📡,卫星天线,SATELLITE ANTENNA,2010
🪔,陶碗油灯,Diya Lamp,2019
🕯,蜡烛,CANDLE,2014
💡,电灯泡/ 电灯胆,ELECTRIC LIGHT BULB,2010
🔦,手电筒,ELECTRIC TORCH,2010
🏮,居酒屋/ 灯笼,IZAKAYA LANTERN,2010
📔,笔记本,NOTEBOOK WITH DECORATIVE COVER,2010
📕,书〔*闭〕,CLOSED BOOK,2010
📖,书〔*开〕,OPEN BOOK,2010
📗,绿皮书,GREEN BOOK,2010
📘,蓝皮书,BLUE BOOK,2010
📙,黄皮书,ORANGE BOOK,2010
📚,图书/ 书籍〔*图书馆〕,BOOKS,2010
📓,笔记本,NOTEBOOK,2010
📒,记帐簿/ 数簿,LEDGER,2010
📃,纸〔*卷曲〕,PAGE WITH CURL,2010
📜,卷轴,SCROLL,2010
📄,文件/ 文档/ 纸〔*铺平〕,PAGE FACING UP,2010
📰,报纸〔*平铺〕,NEWSPAPER,2010
🗞,报纸〔*卷起〕,ROLLED-UP NEWSPAPER,2014
📑,书签/ 标记,BOOKMARK TABS,2010
🔖,书签,BOOKMARK,2010
🏷,标签,LABEL,2014
💰,钱袋,MONEY BAG,2010
💴,日圆,BANKNOTE WITH YEN SIGN,2010
💵,美元,BANKNOTE WITH DOLLAR SIGN,2010
💶,欧元,BANKNOTE WITH EURO SIGN,2010
💷,英镑,BANKNOTE WITH POUND SIGN,2010
💸,金钱/ 货币,MONEY WITH WINGS,2010
💳,信用卡/ 提款卡/ 转帐卡/ 扣账卡/ 签帐卡/ 借记卡,CREDIT CARD,2010
✉,信封,ENVELOPE,1995
📤,文件托盘〔*递送〕,OUTBOX TRAY,2010
📥,文件托盘〔*收集〕,INBOX TRAY,2010
📦,包装/ 包裹,PACKAGE,2010
📫,信箱旗杆向上〔*代表：Outgoing Mail，寄出信件。〕,CLOSED MAILBOX WITH RAISED FLAG,2010
