🍇,葡萄,GRAPES,2010
📪,信箱旗杆降下〔*代表：Incoming Mail，接收信件。〕,CLOSED MAILBOX WITH LOWERED FLAG,2010
📬,打开信箱，收送信件。,OPEN MAILBOX WITH RAISED FLAG,2010
📭,打开信箱，没有信件。,OPEN MAILBOX WITH LOWERED FLAG,2010
📮,邮箱,POSTBOX,2010
🗳,票箱,BALLOT BOX WITH BALLOT,2014
✏,铅笔,PENCIL,1995
✒,笔尖,BLACK NIB,1995
🖋,钢笔,LOWER LEFT FOUNTAIN PEN,2014
🖊,原子笔/ 圆珠笔,LOWER LEFT BALLPOINT PEN,2014
🖌,画笔,LOWER LEFT PAINTBRUSH,2014
🖍,蜡笔,LOWER LEFT CRAYON,2014
📝,备忘录,MEMO,2010
💼,公事包/ 公文袋,BRIEFCASE,2010
📁,文件夹〔*关闭〕,FILE FOLDER,2010
📂,文件夹〔*打开〕,OPEN FILE FOLDER,2010
🗂,分类纸,CARD INDEX DIVIDERS,2014
📅,日历,CALENDAR,2010
📆,撕页日历,TEAR-OFF CALENDAR,2010
🗒,螺旋记事本,SPIRAL NOTE PAD,2014
🗓,螺旋日历,SPIRAL CALENDAR PAD,2014
📇,分类卡/ 索引卡片,CARD INDEX,2010
📋,剪贴簿/ 剪贴板,CLIPBOARD,2010
📌,图钉,PUSHPIN,2010
📍,圆图钉,ROUND PUSHPIN,2010
📎,回纹针/ 万字夹/ 回形针/ 曲别针,PAPERCLIP,2010
🖇,回纹针/ 万字夹/ 回形针/ 曲别针〔*链接扣〕,LINKED PAPERCLIPS,2014
📏,直尺/ 间尺,STRAIGHT RULER,2010
📐,三角尺,TRIANGULAR RULER,2010
✂,剪刀/ 铰剪,BLACK SCISSORS,1995
🗃,卡片及文件箱,CARD FILE BOX,2014
🗄,文件柜,FILE CABINET,2014
🗑,废纸篓/ 废纸桶,WASTEBASKET,2014
🔒,锁〔*关〕,LOCK,2010
🔓,锁〔*开〕,OPEN LOCK,2010
🔏,锁笔,LOCK WITH INK PEN,2010
🔐,锁定,CLOSED LOCK WITH KEY,2010
🔑,锁匙/ 钥匙,KEY,2010
🗝,古董钥匙,OLD KEY,2014
🔨,锤子/ 锤子,HAMMER,2010
⛏,鹤嘴锄/ 镐,PICK,2009
⚒,槌子+石工锤,HAMMER AND PICK,2005
🛠,锤子+扳手,HAMMER AND WRENCH,2014
🗡,匕首/ 刀子,DAGGER KNIFE,2014
⚔,剑/ 刀,CROSSED SWORDS,2005
🔫,手枪（枪）,PISTOL,2010
🏹,弓箭,BOW AND ARROW,2014
🛡,盾牌,SHIELD,2014
🔧,扳手〔*士巴拿/ 昔士〕,WRENCH,2010
🔩,螺丝+螺母/ 螺栓,NUT AND BOLT,2010
⚙,齿轮,GEAR,2005
🗜,万力/ 虎钳/ C型夹/ 桌边夹〔*电脑：压缩档案文件〕,COMPRESSION,2014
⚗,蒸馏器/ 蒸馏瓶,ALEMBIC,2005
⚖,天平/ 天秤,SCALES,2005
🔗,锁链〔*电脑：URL / 连结/ 链接〕,LINK SYMBOL,2010
⛓,锁链,CHAINS,2009
💉,注射器/ 针筒,SYRINGE,2010
💊,药丸/ 胶囊,PILL,2010
🚬,香烟/ 吸烟,SMOKING SYMBOL,2010
⚰,棺材/ 灵柩,COFFIN,2005
⚱,骨灰坛/ 骨灰龛/ 金塔,FUNERAL URN,2005
🛢,油桶,OIL DRUM,2014
🔮,水晶球/ 石英球〔*魔法球/ 占卜〕,CRYSTAL BALL,2010
🧿,Nazar护身符〔*邪恶之眼护身符〕,nazar amulet,2018
🛒,手推车/ 购物车,SHOPPING TROLLEY,2016
🏧,自动柜员机/ 自动提款机,AUTOMATED TELLER MACHINE,2010
🛌🏻,睡寝,person in bed,2015
🧭,指南针,compass,2018
🧳,行李箱,luggage,2018
🧸,泰迪熊,teddy bear,2018
🧵,线轴/ 线辘/ 线圈架〔*裁缝〕,thread,2018
🧶,纱线/ 毛线球,yarn,2018
🥽,护目镜,goggles,2018
🧮,算盘,abacus,2018
🧾,收据/ 发票,receipt,2018
🧰,工具箱,toolbox,2018
🧲,磁铁/ 磁石,magnet,2018
🧪,试管,test tube,2018
🧫,培养皿,petri dish,2018
🧬,去氧核糖核酸/ 脱氧核糖核酸,DNA,2018
🧴,乳液瓶〔*是一种化妆品、护肤品、洗手液的包装容器〕,lotion bottle,2018
🧷,"安全别针""别针"" / ""扣针""",safety pin,2018
🧹,扫帚/ 扫把,broom,2018
🧺,篮子〔*篓/ 筐〕,basket,2018
🧻,卷纸/ 滚筒纸/ 纸卷〔*厕纸、抹手纸〕,roll of paper,2018
🧼,肥皂/ 番枧/ 香氛皂/ 洁面皂/ 磨砂皂/ 手工皂,soap,2018
🧽,海绵〔*洗车、洗澡、洗碗碟〕,sponge,2018
🧯,灭火器/ 灭火筒,fire extinguisher,2018
🦾,机械臂,Mechanical Arm,2019
🦿,机械腿,Mechanical Leg,2019
🦻,助听器〔*辅助听力工具〕,Ear With Hearing Aid,2019
🦽,手动轮椅,Manual Wheelchair,2019
🦼,电动轮椅,Motorized Wheelchair,2019
🪓,斧头,Axe,2019
🦯,白杖/ 白手杖/ 手杖/ 盲人拐杖,Probing Cane,2019
🩹,药水胶布/ OK绷,Adhesive Bandage,2019
🩺,听诊器,Stethoscope,2019
🪒,刮胡刀/ 剃须刀,Razor,2019
💘,一箭穿心/ 邱比特,HEART WITH ARROW,2010
❤,一颗心,HEAVY BLACK HEART,1995
💓,心跳/ 心脏,BEATING HEART,2010
💔,心碎,BROKEN HEART,2010
💕,心心相印,TWO HEARTS,2010
💖,心闪闪发光,SPARKLING HEART,2010
💗,心灵,GROWING HEART,2010
💙,蓝心,BLUE HEART,2010
💚,绿心,GREEN HEART,2010
💛,黄心,YELLOW HEART,2010
🧡,橙心,Orange Heart,2017
💜,紫心,PURPLE HEART,2010
🖤,黑心,BLACK HEART,2016
🤍,白心,White Heart,2019
🤎,棕心,Brown Heart,2019
💝,心型礼盒,HEART WITH RIBBON,2010
💞,心随境转/ 境随心转,REVOLVING HEARTS,2010
💟,心型饰品,HEART DECORATION,2010
❣,心形叹号装饰/ 叹号!,HEAVY HEART EXCLAMATION MARK ORNAMENT,1995
💥,爆炸/ 碰(Boom)...,COLLISION SYMBOL,2010
💨,飞奔/ 疾驰/ 放屁/ 喷射,DASH SYMBOL,2010
💫,晕/ 星级,DIZZY SYMBOL,2010
💬,对话框〔*圆角向右〕,SPEECH BALLOON,2010
🗨,对话框〔*圆圈向左〕,LEFT SPEECH BUBBLE,2014
🗯,对话框〔*星状向右〕,RIGHT ANGER BUBBLE,2014
💭,对话框〔*云状向右〕,THOUGHT BALLOON,2010
🕛,十二点钟/ 12:00,CLOCK FACE TWELVE OCLOCK,2010
🕧,十二点半/ 12:30,CLOCK FACE TWELVE-THIRTY,2010
🕐,一点钟/ 1:00,CLOCK FACE ONE OCLOCK,2010
🕜,一点半/ 1:30,CLOCK FACE ONE-THIRTY,2010
🕑,二点钟/ 2:00,CLOCK FACE TWO OCLOCK,2010
🕝,二点半/ 2:30,CLOCK FACE TWO-THIRTY,2010
🕒,三点钟/ 3:00,CLOCK FACE THREE OCLOCK,2010
🕞,三点半/ 3:30,CLOCK FACE THREE-THIRTY,2010
🕓,四点钟/ 4:00,CLOCK FACE FOUR OCLOCK,2010
🕟,四点半/ 4:30,CLOCK FACE FOUR-THIRTY,2010
🕔,五点钟/ 5:00,CLOCK FACE FIVE OCLOCK,2010
🕠,五点半/ 5:30,CLOCK FACE FIVE-THIRTY,2010
🕕,六点钟/ 6:00,CLOCK FACE SIX OCLOCK,2010
🕡,六点半/ 6:30,CLOCK FACE SIX-THIRTY,2010
🕖,七点钟/ 7:00,CLOCK FACE SEVEN OCLOCK,2010
🕢,七点半/ 7:30,CLOCK FACE SEVEN-THIRTY,2010
🕗,八点钟/ 8:00,CLOCK FACE EIGHT OCLOCK,2010
🕣,八点半/ 8:30,CLOCK FACE EIGHT-THIRTY,2010
🕘,九点钟/ 9:00,CLOCK FACE NINE OCLOCK,2010
🕤,九点半/ 9:30,CLOCK FACE NINE-THIRTY,2010
🕙,十点钟/ 10:00,CLOCK FACE TEN OCLOCK,2010
🕥,十点半/ 10:30,CLOCK FACE TEN-THIRTY,2010
🕚,十一点钟/ 11:00,CLOCK FACE ELEVEN OCLOCK,2010
🕦,十一点半/ 11:30,CLOCK FACE ELEVEN-THIRTY,2010
🔇,静音[*音量/ 喇叭],SPEAKER WITH CANCELLATION STROKE,2010
🔈,低音[*音量/ 喇叭],SPEAKER,2010
🔉,中音[*音量/ 喇叭],SPEAKER WITH ONE SOUND WAVE,2010
🔊,高音[*音量/ 喇叭],SPEAKER WITH THREE SOUND WAVES,2010
📢,扬声器/ 公共广播,PUBLIC ADDRESS LOUDSPEAKER,2010
📣,扩音器/ 大声公,CHEERING MEGAPHONE,2010
🔔,钟/ 铃铛,BELL,2010
🔕,静音,BELL WITH CANCELLATION STROKE,2010
🎚,滑动条[*混音器],LEVEL SLIDER,2014
🎛,控制旋钮[*混音器],CONTROL KNOBS,2014
💹,汇率分析,CHART WITH UPWARDS TREND AND YEN SIGN,2010
💲,金钱/ 货币,HEAVY DOLLAR SIGN,2010
💱,货币兑换,CURRENCY EXCHANGE,2010
📧,电子邮件,E-MAIL SYMBOL,2010
📨,接收邮件,INCOMING ENVELOPE,2010
📩,发送邮件,ENVELOPE WITH DOWNWARDS ARROW ABOVE,2010
📈,上升趋势图,CHART WITH UPWARDS TREND,2010
📉,下跌趋势图,CHART WITH DOWNWARDS TREND,2010
📊,条形统计图/ 柱形图,BAR CHART,2010
🚮,垃圾告示牌,PUT LITTER IN ITS PLACE SYMBOL,2010
🚰,饮用水标志,POTABLE WATER SYMBOL,2010
♿,无障碍/ 伤残人士专用区或洗手间“厕所”,WHEELCHAIR SYMBOL,2005
🚹,男士专用区或厕所或更衣室,MENS SYMBOL,2010
🚺,女士专用区或洗手间或更衣室,WOMENS SYMBOL,2010
🚻,洗手间/ 厕所/ 卫生间,RESTROOM,2010
🚼,婴儿专用区或育婴室〔*哺(集)乳室〕,BABY SYMBOL,2010
🚾,洗手间/ 厕所/ 卫生间,WATER CLOSET,2010
🛂,护照检查处[*出入境],PASSPORT CONTROL,2010
🛃,海关检查处[*出入境],CUSTOMS,2010
🛄,行李提领处,BAGGAGE CLAIM,2010
🛅,行李舱- 是寄放行李的空间。,LEFT LUGGAGE,2010
🛑,路牌/ 路标,OCTAGONAL SIGN,2016
⚠,警告标志,WARNING SIGN,2003
🚸,学校道口标志/ 注意行人及儿童标志,CHILDREN CROSSING,2010
⛔,禁止进入,NO ENTRY,2009
🚫,禁止或限制标志牌,NO ENTRY SIGN,2010
🚳,禁行自行车/ 禁行单车,NO BICYCLES,2010
🚭,禁止吸烟区,NO SMOKING SYMBOL,2010
🚯,不要乱扔垃圾,DO NOT LITTER SYMBOL,2010
🚱,非饮用水,NON-POTABLE WATER SYMBOL,2010
🚷,禁止行人通行,NO PEDESTRIANS,2010
📵,不准携带手机/ 禁止使用手机,NO MOBILE PHONES,2010
🔞,儿童不宜或年龄限制- 是指18岁以下的未成年人士不准入内或观看。,NO ONE UNDER EIGHTEEN SYMBOL,2010
☢,放射性或辐射标志,RADIOACTIVE SIGN,1995
☣,生物性危害,BIOHAZARD SIGN,1995
⬆,箭头指向上方/ 北方,UPWARDS BLACK ARROW,2003
↗,箭头指向右上角/ 东北,NORTH EAST ARROW,1995
➡,箭头指向右方/ 东方,BLACK RIGHTWARDS ARROW,1995
↘,箭头指向右下角/ 东南,SOUTH EAST ARROW,1995
⬇,箭头指向下方/ 南方,DOWNWARDS BLACK ARROW,2003
↙,箭头指向左下角/ 西南,SOUTH WEST ARROW,1995
⬅,箭头指向左方/ 西方,LEFTWARDS BLACK ARROW,2003
↖,箭头指向左上角/ 西北,NORTH WEST ARROW,1995
↕,上下箭头,UP DOWN ARROW,1995
↔,左右箭头,LEFT RIGHT ARROW,1995
↩,指向下侧然后向左弯曲的箭头[*弯曲箭头],LEFTWARDS ARROW WITH HOOK,1995
↪,指向下侧然后向右弯曲的箭头[*弯曲箭头],RIGHTWARDS ARROW WITH HOOK,1995
⤴,指向右侧然后向上弯曲的箭头[*弯曲箭头],ARROW POINTING RIGHTWARDS THEN CURVING UPWARDS,2002
⤵,指向右侧然后向下弯曲的箭头[*弯曲箭头],ARROW POINTING RIGHTWARDS THEN CURVING DOWNWARDS,2002
🔃,顺时针方向旋转的箭头,CLOCKWISE DOWNWARDS AND UPWARDS OPEN CIRCLE ARROWS,2010
🔄,逆时针方向旋转的箭头,ANTICLOCKWISE DOWNWARDS AND UPWARDS OPEN CIRCLE ARROWS,2010
🔙,返回箭头,BACK WITH LEFTWARDS ARROW ABOVE,2010
🔚,结束箭头,END WITH LEFTWARDS ARROW ABOVE,2010
🔛,开始箭头,ON WITH EXCLAMATION MARK WITH LEFT RIGHT ARROW ABOVE,2010
🔜,快速箭头,SOON WITH RIGHTWARDS ARROW ABOVE,2010
🔝,顶部箭头,TOP WITH UPWARDS ARROW ABOVE,2010
🛐,宗教场所〔*礼拜/ 朝圣/ 祭祀〕,PLACE OF WORSHIP,2015
⚛,原子/ 分子/ 无神论,ATOM SYMBOL,2005
🕉,唵/ 印度教,OM SYMBOL,2014
✡,大卫星/ 六芒星/ 犹太教,STAR OF DAVID,1995
☸,法轮/ 佛教,WHEEL OF DHARMA,1995
☯,阴阳/ 太极/ 道教,YIN YANG,1995
✝,十字架/ 基督教,LATIN CROSS,1995
☦,正教会十字,ORTHODOX CROSS,1995
☪,星月,STAR AND CRESCENT,1995
☮,和平符号,PEACE SYMBOL,1995
🕎,光明节灯台,MENORAH WITH NINE BRANCHES,2015
🔯,六芒星/ 六角星/ 魔法阵,SIX POINTED STAR WITH MIDDLE DOT,2010
♻,资源回收,BLACK UNIVERSAL RECYCLING SYMBOL,2002
📛,职员名牌/ 人名牌,NAME BADGE,2010
⚜,百合花饰〔*鸢尾花形的纹章〕,FLEUR-DE-LIS,2005
🔰,初学者/ 新手标志/ 新手驾驶标志,JAPANESE SYMBOL FOR BEGINNER,2010
🔱,三叉,TRIDENT EMBLEM,2010
⭕,圆圈/ O / 0〔*粗边〕,HEAVY LARGE CIRCLE,2009
✅,对/ 剔/ 勾（钩）/ 正确,WHITE HEAVY CHECK MARK,2010
☑,对/ 剔/ 勾（钩）/ 正确,BALLOT BOX WITH CHECK,1995
✔,对/ 剔/ 勾（钩）/ 正确,HEAVY CHECK MARK,1995
✖,错/ 叉/ 乘号,HEAVY MULTIPLICATION X,1995
❌,错/ 叉/ 乘号,CROSS MARK,2010
❎,错/ 叉/ 乘号,NEGATIVE SQUARED CROSS MARK,2010
➕,十字/ 加号,HEAVY PLUS SIGN,2010
➖,一横/ 一杠/ 减号,HEAVY MINUS SIGN,2010
➗,除号,HEAVY DIVISION SIGN,2010
➰,卷/ 日本单环标志,CURLY LOOP,2010
➿,卷卷/ 日本免费电话标志,DOUBLE CURLY LOOP,2010
〽,庵点/ 歌记号,PART ALTERNATION MARK,2002
✳,八角星,EIGHT SPOKED ASTERISK,1995
✴,八角星,EIGHT POINTED BLACK STAR,1995
❇,火花,SPARKLE,1995
‼,双惊叹号/ 双感叹号,DOUBLE EXCLAMATION MARK,1995
⁉,疑问惊叹号,EXCLAMATION QUESTION MARK,2000
❓,问号〔*填满〕,BLACK QUESTION MARK ORNAMENT,2010
❔,问号〔*空心〕,WHITE QUESTION MARK ORNAMENT,2010
❕,叹号〔*空心〕,WHITE EXCLAMATION MARK ORNAMENT,2010
❗,叹号〔*填满〕,HEAVY EXCLAMATION MARK SYMBOL,2009
〰,波浪线/ 破折号,WAVY DASH,1995
©,版权符号,COPYRIGHT SIGN,1995
®,注册商标符号,REGISTERED SIGN,1995
™,商标符号,TRADE MARK SIGN,1995
♈,白羊座/ 牧羊座,ARIES,1995
♉,金牛座,TAURUS,1995
♊,双子座,GEMINI,1995
♋,巨蟹座,CANCER,1995
♌,狮子座,LEO,1995
♍,处女座,VIRGO,1995
♎,天秤座,LIBRA,1995
♏,天蝎座,SCORPIUS,1995
♐,射手座,SAGITTARIUS,1995
♑,摩羯座,CAPRICORN,1995
♒,水瓶座,AQUARIUS,1995
♓,双鱼座,PISCES,1995
⛎,蛇夫座,OPHIUCHUS,2010
🔀,随机播放按钮,TWISTED RIGHTWARDS ARROWS,2010
🔁,循环播放按钮,CLOCKWISE RIGHTWARDS AND LEFTWARDS OPEN CIRCLE ARROWS,2010
🔂,单一循环播放按钮,CLOCKWISE RIGHTWARDS AND LEFTWARDS OPEN CIRCLE ARROWS WITH CIRCLED ONE OVERLAY,2010
▶,播放按钮,BLACK RIGHT-POINTING TRIANGLE,1995
⏩,快进按钮,BLACK RIGHT-POINTING DOUBLE TRIANGLE,2010
⏭,下一首歌曲按钮,BLACK RIGHT-POINTING DOUBLE TRIANGLE WITH VERTICAL BAR,2010
⏯,播放及暂停按钮,BLACK RIGHT-POINTING TRIANGLE WITH DOUBLE VERTICAL BAR,2010
◀,退回按钮,BLACK LEFT-POINTING TRIANGLE,1995
⏪,快退按钮,BLACK LEFT-POINTING DOUBLE TRIANGLE,2010
⏮,最后一首曲目按钮,BLACK LEFT-POINTING DOUBLE TRIANGLE WITH VERTICAL BAR,2010
🔼,上一首按钮,UP-POINTING SMALL RED TRIANGLE,2010
⏫,快速按钮,BLACK UP-POINTING DOUBLE TRIANGLE,2010
🔽,下一首按钮,DOWN-POINTING SMALL RED TRIANGLE,2010
⏬,快退按钮,BLACK DOWN-POINTING DOUBLE TRIANGLE,2010
⏸,暂停按钮,DOUBLE VERTICAL BAR,2014
⏹,停止按钮,BLACK SQUARE FOR STOP,2014
⏺,录影或录音按钮,BLACK CIRCLE FOR RECORD,2014
⏏,退出按钮〔*光碟/ 磁带〕,EJECT SYMBOL,2003
🔅,调低光暗度,LOW BRIGHTNESS SYMBOL,2010
🔆,调高光暗度,HIGH BRIGHTNESS SYMBOL,2010
📲,来电转接/ 呼叫转移〔*手机图示〕,MOBILE PHONE WITH RIGHTWARDS ARROW AT LEFT,2010
📶,信号强度[*手机],ANTENNA WITH BARS,2010
📳,装置振动[*手机],VIBRATION MODE,2010
📴,装置关机状态[*手机],MOBILE PHONE OFF,2010
#️⃣,「井」按键,Keycap NUMBER SIGN,2002
*️⃣,「星」按键,Keycap ASTERISK,2002
0️⃣,「0」按键,Keycap DIGIT ZERO,2002
1️⃣,「1」按键,Keycap DIGIT ONE,2002
2️⃣,「2」按键,Keycap DIGIT TWO,2002
3️⃣,「3」按键,Keycap DIGIT THREE,2002
4️⃣,「4」按键,Keycap DIGIT FOUR,2002
5️⃣,「5」按键,Keycap DIGIT FIVE,2002
6️⃣,「6」按键,Keycap DIGIT SIX,2002
7️⃣,「7」按键,Keycap DIGIT SEVEN,a
8️⃣,「8」按键,Keycap DIGIT EIGHT,2002
9️⃣,「9」按键,Keycap DIGIT NINE,2002
🔟,「10」按键,KEYCAP TEN,2010
💯,「100」,HUNDRED POINTS SYMBOL,2010
🔠,「ABCD」,INPUT SYMBOL FOR LATIN CAPITAL LETTERS,2010
🔡,「abcd」,INPUT SYMBOL FOR LATIN SMALL LETTERS,2010
🔢,「1234」,INPUT SYMBOL FOR NUMBERS,2010
🔣,「〒♪@&%」,INPUT SYMBOL FOR SYMBOLS,2010
🔤,「ABC」,INPUT SYMBOL FOR LATIN LETTERS,2010
🅰,「A」,NEGATIVE SQUARED LATIN CAPITAL LETTER A,2010
🆎,「AB」,NEGATIVE SQUARED AB,2010
🅱,「B」,NEGATIVE SQUARED LATIN CAPITAL LETTER B,2010
🆑,「CL」,SQUARED CL,2010
🆒,「COOL」,SQUARED COOL,2010
🆓,「FREE」,SQUARED FREE,2010
ℹ,「i」,INFORMATION SOURCE,2000
🆔,「ID」,SQUARED ID,2010
Ⓜ,「M」,CIRCLED LATIN CAPITAL LETTER M,1995
🆕,「NEW」,SQUARED NEW,2010
🆖,「NG」,SQUARED NG,2010
🅾,「O」,NEGATIVE SQUARED LATIN CAPITAL LETTER O,2010
🆗,「OK」,SQUARED OK,2010
🅿,「P」〔*停车场/ P牌/ 学神〕,NEGATIVE SQUARED LATIN CAPITAL LETTER P,2009
🆘,「SOS」,SQUARED SOS,2010
🆙,「UP!」,SQUARED UP WITH EXCLAMATION MARK,2010
🆚,「VS」,SQUARED VS,2010
🈁,「っっ」,SQUARED KATAKANA KOKO,2010
🈂,「サ」,SQUARED KATAKANA SA,2010
🈷,「月」,SQUARED CJK UNIFIED IDEOGRAPH-6708,2010
🈶,「有」,SQUARED CJK UNIFIED IDEOGRAPH-6709,2010
🈯,「指」,SQUARED CJK UNIFIED IDEOGRAPH-6307,2009
🉐,「得」,CIRCLED IDEOGRAPH ADVANTAGE,2010
🈹,「割」,SQUARED CJK UNIFIED IDEOGRAPH-5272,2010
🈚,「无」,SQUARED CJK UNIFIED IDEOGRAPH-7121,2009
🈲,「禁」,SQUARED CJK UNIFIED IDEOGRAPH-7981,2010
🉑,「可」,CIRCLED IDEOGRAPH ACCEPT,2010
🈸,「申」,SQUARED CJK UNIFIED IDEOGRAPH-7533,2010
🈴,「合」,SQUARED CJK UNIFIED IDEOGRAPH-5408,2010
🈳,「空」,SQUARED CJK UNIFIED IDEOGRAPH-7A7A,2010
㊗,「祝」,CIRCLED IDEOGRAPH CONGRATULATION,1995
㊙,「秘」,CIRCLED IDEOGRAPH SECRET,1995
🈺,「営」,SQUARED CJK UNIFIED IDEOGRAPH-55B6,2010
🈵,「满」,SQUARED CJK UNIFIED IDEOGRAPH-6E80,2010
▪,小方块〔*填满〕,BLACK SMALL SQUARE,1995
▫,小方块〔*空心〕,WHITE SMALL SQUARE,1995
◻,中方块〔*空心〕,WHITE MEDIUM SQUARE,2002
◼,中方块〔*填满〕,BLACK MEDIUM SQUARE,2002
◽,小方块〔*空心〕,WHITE MEDIUM SMALL SQUARE,2002
◾,小方块〔*填满〕,BLACK MEDIUM SMALL SQUARE,2002
⬛,大方块〔*填满〕,BLACK LARGE SQUARE,2008
⬜,大方块〔*空心〕,WHITE LARGE SQUARE,2008
🟥,红色方块,Red Square,2019
🟧,橙色方块,Orange Square,2019
🟨,黄色方块,Yellow Square,2019
🟩,绿色方块,Green Square,2019
🟦,蓝色方块,Blue Square,2019
🟪,紫色方块,Purple Square,2019
🟫,棕色方块,Brown Square,2019
🔶,钻石/ 菱形[*大/ 橙色],LARGE ORANGE DIAMOND,2010
🔷,钻石/ 菱形[*大/ 蓝色],LARGE BLUE DIAMOND,2010
🔸,钻石/ 菱形[*小/ 橙色],SMALL ORANGE DIAMOND,2010
🔹,钻石/ 菱形[*小/ 蓝色],SMALL BLUE DIAMOND,2010
🔺,朝上的红色三角形,UP-POINTING RED TRIANGLE,2010
🔻,朝下的红色三角形,DOWN-POINTING RED TRIANGLE,2010
💠,钻石花式,DIAMOND SHAPE WITH A DOT INSIDE,2010
🔘,单选按钮/ 单选框[*核取方块],RADIO BUTTON,2010
🔲,勾选方块/ 勾选框[*核取方块],BLACK SQUARE BUTTON,2010
🔳,勾选方块/ 勾选框[*核取方块],WHITE SQUARE BUTTON,2010
⚪,圆圈/ 句号/ 点〔*空心〕,MEDIUM WHITE CIRCLE,2005
⚫,圆圈/ 句号/ 点〔*填满〕,MEDIUM BLACK CIRCLE,2005
🔴,红色圆圈,LARGE RED CIRCLE,2010
🔵,蓝色圆圈,LARGE BLUE CIRCLE,2010
🟠,橙色圆圈,Orange Circle,2019
🟡,黄色圆圈,Yellow Circle,2019
🟢,绿色圆圈,Green Circle,2019
🟣,紫色圆圈,Purple Circle,2019
🟤,棕色圆圈,Brown Circle,2019
♂,男性标志,MALE SIGN,1995
♀,女性标志,FEMALE SIGN,1995
⚕,医疗符号「蛇杖」,MEDICAL SYMBOL,2005
♾️,无限大符号,infinity,2005
🏻,皮肤类型1-2,EMOJI MODIFIER FITZPATRICK TYPE-1-2,2015
🏼,皮肤类型3,EMOJI MODIFIER FITZPATRICK TYPE-3,2015
🏽,皮肤类型4,EMOJI MODIFIER FITZPATRICK TYPE-4,2015
🏾,皮肤类型5,EMOJI MODIFIER FITZPATRICK TYPE-5,2015
🏿,皮肤类型6,EMOJI MODIFIER FITZPATRICK TYPE-6,2015
